Question,Category,SubCategory
Tehran Iran Canberra Australia,Semantic,: capital-common-countries
Tehran Iran Hanoi Vietnam,Semantic,: capital-common-countries
Tehran Iran Havana Cuba,Semantic,: capital-common-countries
Tehran Iran Helsinki Finland,Semantic,: capital-common-countries
Tehran Iran Islamabad Pakistan,Semantic,: capital-common-countries
Tehran Iran Kabul Afghanistan,Semantic,: capital-common-countries
Tehran Iran London England,Semantic,: capital-common-countries
Tehran Iran Madrid Spain,Semantic,: capital-common-countries
Tehran Iran Moscow Russia,Semantic,: capital-common-countries
Tehran Iran Oslo Norway,Semantic,: capital-common-countries
Tehran Iran Ottawa Canada,Semantic,: capital-common-countries
Tehran Iran Paris France,Semantic,: capital-common-countries
Tehran Iran Rome Italy,Semantic,: capital-common-countries
Tehran Iran Stockholm Sweden,Semantic,: capital-common-countries
Tokyo Japan Athens Greece,Semantic,: capital-common-countries
Tokyo Japan Baghdad Iraq,Semantic,: capital-common-countries
Tokyo Japan Bangkok Thailand,Semantic,: capital-common-countries
Tokyo Japan Beijing China,Semantic,: capital-common-countries
Tokyo Japan Berlin Germany,Semantic,: capital-common-countries
Tokyo Japan Bern Switzerland,Semantic,: capital-common-countries
Tokyo Japan Cairo Egypt,Semantic,: capital-common-countries
Tokyo Japan Canberra Australia,Semantic,: capital-common-countries
Tokyo Japan Hanoi Vietnam,Semantic,: capital-common-countries
Tokyo Japan Havana Cuba,Semantic,: capital-common-countries
Tokyo Japan Helsinki Finland,Semantic,: capital-common-countries
Tokyo Japan Islamabad Pakistan,Semantic,: capital-common-countries
Tokyo Japan Kabul Afghanistan,Semantic,: capital-common-countries
Tokyo Japan London England,Semantic,: capital-common-countries
Tokyo Japan Madrid Spain,Semantic,: capital-common-countries
Tokyo Japan Moscow Russia,Semantic,: capital-common-countries
Tokyo Japan Oslo Norway,Semantic,: capital-common-countries
Tokyo Japan Ottawa Canada,Semantic,: capital-common-countries
Tokyo Japan Paris France,Semantic,: capital-common-countries
Tokyo Japan Rome Italy,Semantic,: capital-common-countries
Tokyo Japan Stockholm Sweden,Semantic,: capital-common-countries
Tokyo Japan Tehran Iran,Semantic,: capital-common-countries
Abuja Nigeria Accra Ghana,Semantic,: capital-world
Abuja Nigeria Algiers Algeria,Semantic,: capital-world
Abuja Nigeria Amman Jordan,Semantic,: capital-world
Abuja Nigeria Ankara Turkey,Semantic,: capital-world
Abuja Nigeria Antananarivo Madagascar,Semantic,: capital-world
Abuja Nigeria Apia Samoa,Semantic,: capital-world
Abuja Nigeria Ashgabat Turkmenistan,Semantic,: capital-world
Abuja Nigeria Asmara Eritrea,Semantic,: capital-world
Abuja Nigeria Astana Kazakhstan,Semantic,: capital-world
Abuja Nigeria Athens Greece,Semantic,: capital-world
Abuja Nigeria Baghdad Iraq,Semantic,: capital-world
Abuja Nigeria Baku Azerbaijan,Semantic,: capital-world
Abuja Nigeria Bamako Mali,Semantic,: capital-world
Abuja Nigeria Bangkok Thailand,Semantic,: capital-world
Abuja Nigeria Banjul Gambia,Semantic,: capital-world
Abuja Nigeria Beijing China,Semantic,: capital-world
Abuja Nigeria Beirut Lebanon,Semantic,: capital-world
Abuja Nigeria Belgrade Serbia,Semantic,: capital-world
Abuja Nigeria Belmopan Belize,Semantic,: capital-world
Abuja Nigeria Berlin Germany,Semantic,: capital-world
Abuja Nigeria Bern Switzerland,Semantic,: capital-world
Abuja Nigeria Bishkek Kyrgyzstan,Semantic,: capital-world
Abuja Nigeria Bratislava Slovakia,Semantic,: capital-world
Abuja Nigeria Brussels Belgium,Semantic,: capital-world
Abuja Nigeria Bucharest Romania,Semantic,: capital-world
Abuja Nigeria Budapest Hungary,Semantic,: capital-world
Abuja Nigeria Bujumbura Burundi,Semantic,: capital-world
Abuja Nigeria Cairo Egypt,Semantic,: capital-world
Abuja Nigeria Canberra Australia,Semantic,: capital-world
Abuja Nigeria Caracas Venezuela,Semantic,: capital-world
Abuja Nigeria Chisinau Moldova,Semantic,: capital-world
Abuja Nigeria Conakry Guinea,Semantic,: capital-world
Abuja Nigeria Copenhagen Denmark,Semantic,: capital-world
Abuja Nigeria Dakar Senegal,Semantic,: capital-world
Abuja Nigeria Damascus Syria,Semantic,: capital-world
Abuja Nigeria Dhaka Bangladesh,Semantic,: capital-world
Abuja Nigeria Doha Qatar,Semantic,: capital-world
Abuja Nigeria Dublin Ireland,Semantic,: capital-world
Abuja Nigeria Dushanbe Tajikistan,Semantic,: capital-world
Accra Ghana Algiers Algeria,Semantic,: capital-world
Accra Ghana Amman Jordan,Semantic,: capital-world
Accra Ghana Ankara Turkey,Semantic,: capital-world
Accra Ghana Antananarivo Madagascar,Semantic,: capital-world
Accra Ghana Apia Samoa,Semantic,: capital-world
Accra Ghana Ashgabat Turkmenistan,Semantic,: capital-world
Accra Ghana Asmara Eritrea,Semantic,: capital-world
Accra Ghana Astana Kazakhstan,Semantic,: capital-world
Accra Ghana Athens Greece,Semantic,: capital-world
Accra Ghana Baghdad Iraq,Semantic,: capital-world
Accra Ghana Baku Azerbaijan,Semantic,: capital-world
Accra Ghana Bamako Mali,Semantic,: capital-world
Accra Ghana Bangkok Thailand,Semantic,: capital-world
Accra Ghana Banjul Gambia,Semantic,: capital-world
Accra Ghana Beijing China,Semantic,: capital-world
Accra Ghana Beirut Lebanon,Semantic,: capital-world
Accra Ghana Belgrade Serbia,Semantic,: capital-world
Accra Ghana Belmopan Belize,Semantic,: capital-world
Accra Ghana Berlin Germany,Semantic,: capital-world
Accra Ghana Bern Switzerland,Semantic,: capital-world
Accra Ghana Bishkek Kyrgyzstan,Semantic,: capital-world
Accra Ghana Bratislava Slovakia,Semantic,: capital-world
Accra Ghana Brussels Belgium,Semantic,: capital-world
Accra Ghana Bucharest Romania,Semantic,: capital-world
Accra Ghana Budapest Hungary,Semantic,: capital-world
Accra Ghana Bujumbura Burundi,Semantic,: capital-world
Accra Ghana Cairo Egypt,Semantic,: capital-world
Accra Ghana Canberra Australia,Semantic,: capital-world
Accra Ghana Caracas Venezuela,Semantic,: capital-world
Accra Ghana Chisinau Moldova,Semantic,: capital-world
Accra Ghana Conakry Guinea,Semantic,: capital-world
Accra Ghana Copenhagen Denmark,Semantic,: capital-world
Accra Ghana Dakar Senegal,Semantic,: capital-world
Accra Ghana Damascus Syria,Semantic,: capital-world
Accra Ghana Dhaka Bangladesh,Semantic,: capital-world
Accra Ghana Doha Qatar,Semantic,: capital-world
Accra Ghana Dublin Ireland,Semantic,: capital-world
Accra Ghana Dushanbe Tajikistan,Semantic,: capital-world
Accra Ghana Funafuti Tuvalu,Semantic,: capital-world
Algiers Algeria Amman Jordan,Semantic,: capital-world
Algiers Algeria Ankara Turkey,Semantic,: capital-world
Algiers Algeria Antananarivo Madagascar,Semantic,: capital-world
Algiers Algeria Apia Samoa,Semantic,: capital-world
Algiers Algeria Ashgabat Turkmenistan,Semantic,: capital-world
Algiers Algeria Asmara Eritrea,Semantic,: capital-world
Algiers Algeria Astana Kazakhstan,Semantic,: capital-world
Algiers Algeria Athens Greece,Semantic,: capital-world
Algiers Algeria Baghdad Iraq,Semantic,: capital-world
Algiers Algeria Baku Azerbaijan,Semantic,: capital-world
Algiers Algeria Bamako Mali,Semantic,: capital-world
Algiers Algeria Bangkok Thailand,Semantic,: capital-world
Algiers Algeria Banjul Gambia,Semantic,: capital-world
Algiers Algeria Beijing China,Semantic,: capital-world
Algiers Algeria Beirut Lebanon,Semantic,: capital-world
Algiers Algeria Belgrade Serbia,Semantic,: capital-world
Algiers Algeria Belmopan Belize,Semantic,: capital-world
Algiers Algeria Berlin Germany,Semantic,: capital-world
Algiers Algeria Bern Switzerland,Semantic,: capital-world
Algiers Algeria Bishkek Kyrgyzstan,Semantic,: capital-world
Algiers Algeria Bratislava Slovakia,Semantic,: capital-world
Algiers Algeria Brussels Belgium,Semantic,: capital-world
Algiers Algeria Bucharest Romania,Semantic,: capital-world
Algiers Algeria Budapest Hungary,Semantic,: capital-world
Algiers Algeria Bujumbura Burundi,Semantic,: capital-world
Algiers Algeria Cairo Egypt,Semantic,: capital-world
Algiers Algeria Canberra Australia,Semantic,: capital-world
Algiers Algeria Caracas Venezuela,Semantic,: capital-world
Algiers Algeria Chisinau Moldova,Semantic,: capital-world
Algiers Algeria Conakry Guinea,Semantic,: capital-world
Algiers Algeria Copenhagen Denmark,Semantic,: capital-world
Algiers Algeria Dakar Senegal,Semantic,: capital-world
Algiers Algeria Damascus Syria,Semantic,: capital-world
Algiers Algeria Dhaka Bangladesh,Semantic,: capital-world
Algiers Algeria Doha Qatar,Semantic,: capital-world
Algiers Algeria Dublin Ireland,Semantic,: capital-world
Algiers Algeria Dushanbe Tajikistan,Semantic,: capital-world
Algiers Algeria Funafuti Tuvalu,Semantic,: capital-world
Algiers Algeria Gaborone Botswana,Semantic,: capital-world
Amman Jordan Ankara Turkey,Semantic,: capital-world
Amman Jordan Antananarivo Madagascar,Semantic,: capital-world
Amman Jordan Apia Samoa,Semantic,: capital-world
Amman Jordan Ashgabat Turkmenistan,Semantic,: capital-world
Amman Jordan Asmara Eritrea,Semantic,: capital-world
Amman Jordan Astana Kazakhstan,Semantic,: capital-world
Amman Jordan Athens Greece,Semantic,: capital-world
Amman Jordan Baghdad Iraq,Semantic,: capital-world
Amman Jordan Baku Azerbaijan,Semantic,: capital-world
Amman Jordan Bamako Mali,Semantic,: capital-world
Amman Jordan Bangkok Thailand,Semantic,: capital-world
Amman Jordan Banjul Gambia,Semantic,: capital-world
Amman Jordan Beijing China,Semantic,: capital-world
Amman Jordan Beirut Lebanon,Semantic,: capital-world
Amman Jordan Belgrade Serbia,Semantic,: capital-world
Amman Jordan Belmopan Belize,Semantic,: capital-world
Amman Jordan Berlin Germany,Semantic,: capital-world
Amman Jordan Bern Switzerland,Semantic,: capital-world
Amman Jordan Bishkek Kyrgyzstan,Semantic,: capital-world
Amman Jordan Bratislava Slovakia,Semantic,: capital-world
Amman Jordan Brussels Belgium,Semantic,: capital-world
Amman Jordan Bucharest Romania,Semantic,: capital-world
Amman Jordan Budapest Hungary,Semantic,: capital-world
Amman Jordan Bujumbura Burundi,Semantic,: capital-world
Amman Jordan Cairo Egypt,Semantic,: capital-world
Amman Jordan Canberra Australia,Semantic,: capital-world
Amman Jordan Caracas Venezuela,Semantic,: capital-world
Amman Jordan Chisinau Moldova,Semantic,: capital-world
Amman Jordan Conakry Guinea,Semantic,: capital-world
Amman Jordan Copenhagen Denmark,Semantic,: capital-world
Amman Jordan Dakar Senegal,Semantic,: capital-world
Amman Jordan Damascus Syria,Semantic,: capital-world
Amman Jordan Dhaka Bangladesh,Semantic,: capital-world
Amman Jordan Doha Qatar,Semantic,: capital-world
Amman Jordan Dublin Ireland,Semantic,: capital-world
Amman Jordan Dushanbe Tajikistan,Semantic,: capital-world
Amman Jordan Funafuti Tuvalu,Semantic,: capital-world
Amman Jordan Gaborone Botswana,Semantic,: capital-world
Amman Jordan Georgetown Guyana,Semantic,: capital-world
Ankara Turkey Antananarivo Madagascar,Semantic,: capital-world
Ankara Turkey Apia Samoa,Semantic,: capital-world
Ankara Turkey Ashgabat Turkmenistan,Semantic,: capital-world
Ankara Turkey Asmara Eritrea,Semantic,: capital-world
Ankara Turkey Astana Kazakhstan,Semantic,: capital-world
Ankara Turkey Athens Greece,Semantic,: capital-world
Ankara Turkey Baghdad Iraq,Semantic,: capital-world
Ankara Turkey Baku Azerbaijan,Semantic,: capital-world
Ankara Turkey Bamako Mali,Semantic,: capital-world
Ankara Turkey Bangkok Thailand,Semantic,: capital-world
Ankara Turkey Banjul Gambia,Semantic,: capital-world
Ankara Turkey Beijing China,Semantic,: capital-world
Ankara Turkey Beirut Lebanon,Semantic,: capital-world
Ankara Turkey Belgrade Serbia,Semantic,: capital-world
Ankara Turkey Belmopan Belize,Semantic,: capital-world
Ankara Turkey Berlin Germany,Semantic,: capital-world
Ankara Turkey Bern Switzerland,Semantic,: capital-world
Ankara Turkey Bishkek Kyrgyzstan,Semantic,: capital-world
Ankara Turkey Bratislava Slovakia,Semantic,: capital-world
Ankara Turkey Brussels Belgium,Semantic,: capital-world
Ankara Turkey Bucharest Romania,Semantic,: capital-world
Ankara Turkey Budapest Hungary,Semantic,: capital-world
Ankara Turkey Bujumbura Burundi,Semantic,: capital-world
Ankara Turkey Cairo Egypt,Semantic,: capital-world
Ankara Turkey Canberra Australia,Semantic,: capital-world
Ankara Turkey Caracas Venezuela,Semantic,: capital-world
Ankara Turkey Chisinau Moldova,Semantic,: capital-world
Ankara Turkey Conakry Guinea,Semantic,: capital-world
Ankara Turkey Copenhagen Denmark,Semantic,: capital-world
Ankara Turkey Dakar Senegal,Semantic,: capital-world
Ankara Turkey Damascus Syria,Semantic,: capital-world
Ankara Turkey Dhaka Bangladesh,Semantic,: capital-world
Ankara Turkey Doha Qatar,Semantic,: capital-world
Ankara Turkey Dublin Ireland,Semantic,: capital-world
Ankara Turkey Dushanbe Tajikistan,Semantic,: capital-world
Ankara Turkey Funafuti Tuvalu,Semantic,: capital-world
Ankara Turkey Gaborone Botswana,Semantic,: capital-world
Ankara Turkey Georgetown Guyana,Semantic,: capital-world
Ankara Turkey Hanoi Vietnam,Semantic,: capital-world
Antananarivo Madagascar Apia Samoa,Semantic,: capital-world
Antananarivo Madagascar Ashgabat Turkmenistan,Semantic,: capital-world
Antananarivo Madagascar Asmara Eritrea,Semantic,: capital-world
Antananarivo Madagascar Astana Kazakhstan,Semantic,: capital-world
Antananarivo Madagascar Athens Greece,Semantic,: capital-world
Antananarivo Madagascar Baghdad Iraq,Semantic,: capital-world
Antananarivo Madagascar Baku Azerbaijan,Semantic,: capital-world
Antananarivo Madagascar Bamako Mali,Semantic,: capital-world
Antananarivo Madagascar Bangkok Thailand,Semantic,: capital-world
Antananarivo Madagascar Banjul Gambia,Semantic,: capital-world
Antananarivo Madagascar Beijing China,Semantic,: capital-world
Antananarivo Madagascar Beirut Lebanon,Semantic,: capital-world
Antananarivo Madagascar Belgrade Serbia,Semantic,: capital-world
Antananarivo Madagascar Belmopan Belize,Semantic,: capital-world
Antananarivo Madagascar Berlin Germany,Semantic,: capital-world
Antananarivo Madagascar Bern Switzerland,Semantic,: capital-world
Antananarivo Madagascar Bishkek Kyrgyzstan,Semantic,: capital-world
Antananarivo Madagascar Bratislava Slovakia,Semantic,: capital-world
Antananarivo Madagascar Brussels Belgium,Semantic,: capital-world
Antananarivo Madagascar Bucharest Romania,Semantic,: capital-world
Antananarivo Madagascar Budapest Hungary,Semantic,: capital-world
